3,1,3,3,0.1592
4,5,1,10,0.18720000000000003
2,3,3,13,0.23119999999999996
3,10,4,13,0.2976
4,5,1,9,0.17600000000000005
1,1,4,13,0.22040000000000004
1,1,4,2,0.12080000000000002
4,5,1,13,0.23040000000000005
2,6,1,12,0.22119999999999995
1,2,1,4,0.19679999999999997
4,3,4,13,0.2704
2,4,2,6,0.20840000000000003
1,6,4,13,0.23440000000000005
2,6,4,13,0.25
3,12,4,12,0.5028
1,6,3,6,0.24680000000000002
2,6,1,10,0.1916
4,12,4,13,0.36839999999999995
1,5,4,10,0.1864
3,9,3,13,0.3144
3,2,1,13,0.22760000000000002
3,9,1,11,0.27559999999999996
4,3,1,8,0.1452
1,4,1,13,0.2732
4,4,3,9,0.16759999999999997
3,1,2,13,0.2208
4,7,1,9,0.23399999999999999
2,5,2,6,0.22519999999999996
2,1,2,4,0.16559999999999997
3,5,2,6,0.1764
3,7,1,11,0.2268
1,7,2,10,0.23519999999999996
1,5,3,13,0.24680000000000002
2,5,2,11,0.21599999999999997
1,3,1,7,0.18920000000000003
3,1,4,11,0.16959999999999997
2,3,4,3,0.2136
3,11,4,11,0.4356
3,3,4,12,0.19640000000000002
2,5,2,9,0.2248
2,6,4,7,0.20920000000000005
4,2,2,6,0.14359999999999995
3,6,1,9,0.19879999999999998
1,7,2,9,0.21919999999999995
2,9,4,11,0.2752
1,2,3,7,0.132
4,12,3,13,0.3208
3,3,2,11,0.18079999999999996
1,7,4,9,0.2116
3,4,2,6,0.16679999999999995
4,10,4,12,0.31399999999999995
2,2,1,13,0.22799999999999998
2,5,3,6,0.18799999999999994
3,1,4,8,0.13
4,6,1,12,0.22119999999999995
3,1,3,5,0.15800000000000003
4,3,3,13,0.23040000000000005
2,9,3,11,0.2772
4,3,4,10,0.19599999999999995
4,1,2,9,0.1552
1,1,3,13,0.21440000000000003
1,2,1,9,0.19840000000000002
3,10,3,13,0.3368
1,5,1,8,0.20640000000000003
3,4,3,11,0.22199999999999998
4,5,1,7,0.18279999999999996
1,2,3,9,0.14800000000000002
3,9,1,13,0.2976
2,8,3,10,0.24280000000000002
1,5,4,11,0.20520000000000005
1,2,2,7,0.13839999999999997
4,5,2,10,0.17200000000000004
4,2,3,8,0.12719999999999998
3,1,4,9,0.136
4,1,3,8,0.13439999999999996
4,8,3,12,0.23240000000000005
3,3,2,7,0.1532
2,6,4,9,0.19279999999999997
1,11,3,13,0.33840000000000003
1,6,3,11,0.2076
2,2,3,3,0.14400000000000002
4,1,4,13,0.24439999999999995
1,8,4,10,0.24360000000000004
1,8,3,13,0.25239999999999996
1,9,3,10,0.2784
3,13,4,13,0.5688
1,7,1,13,0.27480000000000004
1,2,3,6,0.1412
3,2,3,4,0.1856
3,2,3,7,0.16759999999999997
4,4,2,6,0.17079999999999995
4,4,3,7,0.15839999999999999
4,7,2,12,0.23399999999999999
2,1,2,13,0.24880000000000002
1,11,3,12,0.3156
3,5,3,9,0.21799999999999997
1,3,1,6,0.19079999999999997
4,9,1,12,0.28759999999999997
3,8,2,9,0.2368
1,4,2,7,0.16600000000000004
3,2,4,12,0.18359999999999999
1,3,1,12,0.23760000000000003
2,2,3,13,0.2368
4,7,3,9,0.22240000000000004
1,4,4,7,0.1704
4,3,2,8,0.1412
3,10,2,13,0.3116
3,2,1,7,0.13439999999999996
4,5,4,10,0.2288
1,7,1,10,0.25239999999999996
1,8,3,10,0.24
3,6,4,13,0.2512
1,9,3,13,0.31679999999999997
3,4,3,9,0.21120000000000005
3,2,2,9,0.1392
2,6,3,7,0.1824
3,5,4,10,0.18159999999999998
2,1,2,6,0.15880000000000005
1,1,2,3,0.12560000000000004
2,3,1,5,0.1644
4,6,2,13,0.24360000000000004
4,2,1,7,0.13080000000000003
2,8,4,10,0.236
1,7,3,9,0.2168
2,1,3,8,0.12760000000000005
4,9,4,12,0.2992
2,3,2,10,0.20479999999999998
1,4,4,9,0.16600000000000004
3,2,2,6,0.13
1,1,3,3,0.13280000000000003
2,9,1,13,0.2972
4,3,1,5,0.14600000000000002
4,5,3,9,0.17359999999999998
3,7,3,13,0.29800000000000004
4,2,4,6,0.18000000000000005
3,7,2,9,0.21840000000000004
3,6,2,8,0.19640000000000002
3,6,2,9,0.19599999999999995
4,3,4,7,0.19440000000000002
1,5,2,12,0.2188
3,4,1,8,0.17159999999999997
2,5,1,12,0.20879999999999999
2,7,3,12,0.21399999999999997
4,2,4,12,0.23839999999999995
2,1,4,4,0.14480000000000004
3,6,2,11,0.20720000000000005
2,4,4,11,0.1824
3,4,2,7,0.16920000000000002
2,2,2,8,0.1764
2,1,4,3,0.13239999999999996
4,6,3,7,0.20840000000000003
1,10,3,13,0.29159999999999997
2,2,4,5,0.14359999999999995
2,3,2,13,0.24960000000000004
4,3,4,6,0.20799999999999996
1,10,1,11,0.31320000000000003
2,6,3,10,0.2076
3,10,1,11,0.29200000000000004
2,4,3,4,0.22160000000000002
3,5,1,11,0.19320000000000004
2,9,4,9,0.3708
1,2,3,8,0.1432
1,1,3,6,0.12160000000000004
2,8,1,10,0.25760000000000005
2,1,3,5,0.12560000000000004
3,2,1,10,0.17359999999999998
2,1,3,9,0.1624
2,4,2,12,0.25
3,3,2,6,0.15239999999999998
2,4,1,5,0.18600000000000005
2,8,3,9,0.24839999999999995
3,6,3,13,0.28559999999999997
1,9,4,13,0.2972
4,8,4,13,0.3052
1,2,4,3,0.134
3,12,1,13,0.3268
4,5,4,8,0.22799999999999998
4,4,4,13,0.2792
4,5,2,6,0.19440000000000002
2,2,1,4,0.14759999999999995
1,5,4,6,0.19640000000000002
1,3,4,7,0.16759999999999997
3,2,3,12,0.23719999999999997
1,10,2,13,0.30400000000000005
4,7,3,8,0.21240000000000003
4,1,1,5,0.12639999999999996
4,1,3,3,0.122
1,3,3,6,0.15839999999999999
2,4,4,10,0.18320000000000003
3,5,3,8,0.21120000000000005
2,5,3,8,0.18159999999999998
3,6,3,7,0.24160000000000004
2,7,4,11,0.21240000000000003
4,4,3,11,0.19999999999999996
3,5,1,13,0.24319999999999997
4,1,4,11,0.20840000000000003
4,6,4,10,0.24080000000000001
1,4,4,4,0.23199999999999998
3,4,2,12,0.21599999999999997
4,1,3,10,0.15600000000000003
1,3,4,9,0.16879999999999995
4,5,2,9,0.1904
1,9,2,11,0.254
3,6,1,12,0.21319999999999995
2,1,1,13,0.20799999999999996
2,3,1,8,0.15000000000000002
3,4,2,5,0.17079999999999995
4,9,2,13,0.2904
3,5,1,10,0.17479999999999996
1,6,4,6,0.27280000000000004
4,9,3,12,0.262
4,8,2,11,0.22760000000000002
2,1,3,11,0.17920000000000003
4,5,1,6,0.18120000000000003
1,6,1,11,0.248
1,5,2,11,0.19240000000000002
3,6,1,7,0.19199999999999995
4,7,1,11,0.21319999999999995
2,1,1,2,0.11680000000000001
2,2,4,8,0.14480000000000004
1,5,1,12,0.26280000000000003
1,5,4,7,0.18159999999999998
4,9,1,13,0.28200000000000003
1,9,1,12,0.3052
3,6,1,13,0.24239999999999995
2,7,3,10,0.23199999999999998
2,7,4,12,0.2348
2,3,1,11,0.17159999999999997
2,2,1,9,0.15039999999999998
3,2,4,10,0.16959999999999997
2,2,4,9,0.14839999999999998
2,2,1,3,0.14959999999999996
1,12,3,12,0.49639999999999995
1,3,4,8,0.16359999999999997
4,10,1,13,0.3044
3,8,4,12,0.246
2,7,2,9,0.26280000000000003
4,6,4,13,0.29000000000000004
2,5,4,6,0.17920000000000003
1,2,3,11,0.17400000000000004
1,5,1,10,0.21519999999999995
1,5,4,13,0.22760000000000002
4,6,3,12,0.2056
2,12,1,13,0.3408
2,9,3,10,0.2552
4,4,3,5,0.17800000000000005
1,3,2,11,0.18879999999999997
4,1,4,2,0.1724
4,2,4,7,0.16479999999999995
3,3,4,6,0.1572
2,5,3,7,0.1884
4,7,3,12,0.2328
1,3,1,4,0.20999999999999996
2,2,3,6,0.13239999999999996
2,5,4,7,0.18679999999999997
3,1,4,2,0.12760000000000005
3,4,4,6,0.18279999999999996
2,6,2,9,0.23519999999999996
4,6,3,13,0.24560000000000004
3,8,1,12,0.23640000000000005
3,7,2,10,0.21840000000000004
4,2,3,12,0.1916
4,4,4,10,0.21960000000000002
2,2,4,7,0.124
3,7,4,8,0.21799999999999997
1,4,3,9,0.16359999999999997
2,1,1,4,0.12760000000000005
2,4,3,7,0.1684
1,8,2,10,0.244
4,7,2,10,0.22199999999999998
2,1,3,12,0.17479999999999996
3,1,4,1,0.1784
4,7,3,11,0.21999999999999997
2,3,4,11,0.18479999999999996
1,1,2,8,0.14600000000000002
4,2,3,13,0.22519999999999996
3,2,4,4,0.1604
4,3,3,10,0.16400000000000003
3,6,4,9,0.20879999999999999
2,5,2,10,0.2108
2,1,3,7,0.12239999999999995
3,2,2,12,0.18799999999999994
3,4,4,4,0.238
4,8,2,10,0.24880000000000002
2,4,3,10,0.17679999999999996
1,2,2,5,0.1432
3,3,1,6,0.1492
4,3,4,5,0.19079999999999997
4,8,4,11,0.27959999999999996
3,1,2,6,0.126
1,10,2,12,0.2864
1,4,2,8,0.1572
3,2,3,13,0.25039999999999996
3,2,3,9,0.20120000000000005
3,2,2,4,0.16879999999999995
1,1,2,1,0.1784
2,8,1,11,0.24480000000000002
3,2,1,12,0.20479999999999998
4,4,4,6,0.21599999999999997
2,3,1,6,0.15880000000000005
3,1,2,8,0.12439999999999996
2,10,2,12,0.3256
1,4,4,13,0.23440000000000005
3,4,3,5,0.22040000000000004
4,1,2,4,0.13119999999999998
1,3,2,8,0.1492
1,3,2,5,0.14759999999999995
2,4,3,11,0.18799999999999994
1,1,4,8,0.13680000000000003
4,2,2,13,0.21999999999999997
1,5,2,10,0.19720000000000004
2,7,1,10,0.23119999999999996
2,1,4,9,0.1432
3,2,2,11,0.1844
3,4,1,11,0.19599999999999995
1,8,3,9,0.23360000000000003
1,2,4,4,0.15559999999999996
1,10,2,11,0.28159999999999996
3,3,4,3,0.21640000000000004
4,3,1,11,0.1804
4,5,3,13,0.22160000000000002
1,7,1,8,0.26639999999999997
3,6,2,13,0.24080000000000001
3,7,3,9,0.2672
2,12,4,12,0.4972
4,2,1,13,0.24480000000000002
1,7,3,10,0.2116
4,1,4,8,0.17559999999999998
1,1,1,7,0.16279999999999994
3,1,1,10,0.14959999999999996
4,2,1,4,0.15639999999999998
3,7,1,10,0.21919999999999995
4,3,1,7,0.14880000000000004
2,6,2,11,0.242
4,6,4,12,0.26639999999999997
4,1,1,10,0.15559999999999996
3,3,3,9,0.19920000000000004
3,7,4,10,0.22199999999999998
4,1,4,9,0.19279999999999997
4,11,3,13,0.31479999999999997
4,12,2,13,0.3436
1,1,3,9,0.15439999999999998
2,8,2,13,0.3052
1,10,4,13,0.29600000000000004
3,9,4,10,0.266
1,7,3,13,0.26280000000000003
3,1,1,3,0.122
4,8,1,10,0.23640000000000005
2,5,3,9,0.17200000000000004
3,4,3,12,0.23160000000000003
1,3,3,13,0.24280000000000002
1,3,3,9,0.17400000000000004
2,11,4,13,0.3176
1,5,1,7,0.2228
3,5,1,6,0.17600000000000005
1,1,1,10,0.1956
1,4,4,5,0.1664
4,5,2,13,0.22719999999999996
2,9,2,12,0.3188
3,4,1,13,0.24239999999999995
1,4,1,12,0.25039999999999996
1,3,1,10,0.20999999999999996
1,3,2,3,0.20920000000000005
2,4,3,12,0.20999999999999996
3,5,3,12,0.25560000000000005
4,9,1,10,0.26680000000000004
4,5,3,8,0.17479999999999996
4,9,4,13,0.3248
1,1,3,8,0.13360000000000005
3,9,2,11,0.26559999999999995
3,2,2,5,0.1372
1,1,1,8,0.18159999999999998
4,8,1,11,0.24960000000000004
1,2,3,5,0.14839999999999998
3,10,1,12,0.2824
1,1,3,2,0.12319999999999998
4,1,4,7,0.16800000000000004
4,7,4,12,0.2764
2,4,4,6,0.17479999999999996
2,1,3,10,0.17159999999999997
1,8,2,13,0.26280000000000003
3,3,2,4,0.16759999999999997
3,3,3,11,0.22199999999999998
4,7,2,13,0.2528
1,6,2,7,0.2076
3,3,1,12,0.19199999999999995
1,4,1,10,0.20479999999999998
2,3,1,7,0.14839999999999998
1,5,1,11,0.22960000000000003
4,3,2,12,0.21120000000000005
3,1,2,5,0.11880000000000002
3,5,4,8,0.18400000000000005
1,2,4,8,0.1472
3,3,1,5,0.17079999999999995
3,6,4,11,0.19240000000000002
2,7,3,7,0.30800000000000005
4,3,4,4,0.20279999999999998
1,2,2,6,0.13839999999999997
1,1,1,12,0.23040000000000005
1,1,4,4,0.12480000000000002
4,1,4,6,0.17559999999999998
4,6,2,10,0.2208
3,8,3,11,0.26680000000000004
4,8,1,12,0.25039999999999996
1,6,2,13,0.25
1,2,4,9,0.14880000000000004
1,3,1,13,0.27480000000000004
2,5,2,7,0.2036
2,3,2,6,0.20440000000000003
4,1,1,7,0.12480000000000002
1,2,4,12,0.19320000000000004
2,7,1,8,0.2076
4,2,4,4,0.18999999999999995
2,8,2,10,0.28600000000000003
3,1,3,6,0.16359999999999997
4,1,1,12,0.19079999999999997
1,2,2,13,0.2188
1,4,1,7,0.21240000000000003
2,3,4,7,0.13160000000000005
1,10,1,13,0.33999999999999997
2,1,3,6,0.11919999999999997
2,5,4,9,0.18279999999999996
4,3,4,12,0.252
3,2,3,3,0.17400000000000004
2,3,3,6,0.15480000000000005
3,8,1,13,0.25680000000000003
2,4,2,5,0.20640000000000003
2,1,2,7,0.1724
3,2,4,8,0.14439999999999997
4,7,4,9,0.24560000000000004
4,4,4,8,0.20799999999999996
2,2,2,9,0.19520000000000004
3,2,3,8,0.1876
3,1,4,10,0.16400000000000003
4,3,2,7,0.15439999999999998
3,7,1,13,0.2672
4,2,3,3,0.14959999999999996
1,6,2,10,0.19720000000000004
2,7,3,9,0.22399999999999998
2,6,2,8,0.244
4,9,4,11,0.29800000000000004
2,1,2,5,0.17400000000000004
3,6,2,10,0.1856
3,7,1,9,0.21719999999999995
4,2,4,13,0.272
2,10,3,11,0.2984
3,1,2,12,0.18479999999999996
3,3,3,10,0.21040000000000003
4,2,1,10,0.17279999999999995
1,4,4,6,0.17159999999999997
3,12,3,13,0.37039999999999995
4,2,2,3,0.138
4,1,2,10,0.15959999999999996
4,10,3,12,0.3056
4,1,2,3,0.13639999999999997
2,1,3,2,0.11880000000000002
1,1,3,10,0.16400000000000003
2,3,1,9,0.16000000000000003
1,10,3,12,0.3024
4,3,4,11,0.21719999999999995
4,2,4,10,0.20279999999999998
4,4,3,12,0.2076
2,5,2,12,0.262
3,1,3,9,0.19079999999999997
3,6,3,12,0.242
1,3,3,10,0.1724
3,11,3,13,0.354
2,9,3,9,0.3728
4,5,4,12,0.27680000000000005
1,10,4,11,0.2932
2,4,4,12,0.21040000000000003
3,8,4,10,0.24760000000000004
4,2,1,6,0.14080000000000004
2,4,4,5,0.17759999999999998
4,2,2,9,0.14439999999999997
1,12,2,12,0.5052
2,13,3,13,0.5631999999999999
1,4,1,6,0.2096
1,3,3,7,0.15039999999999998
1,9,4,9,0.35960000000000003
2,3,1,12,0.19920000000000004
4,4,2,8,0.1652
2,9,1,10,0.28080000000000005
2,6,3,12,0.22199999999999998
2,4,2,9,0.2096
1,8,3,12,0.24319999999999997
1,4,1,8,0.19640000000000002
4,2,2,7,0.13959999999999995
2,5,1,13,0.22440000000000004
1,5,1,9,0.2056
4,1,2,6,0.11319999999999997
4,2,3,4,0.14239999999999997
4,9,2,12,0.27080000000000004
2,6,4,11,0.20320000000000005
4,6,2,9,0.20879999999999999
4,7,1,13,0.24360000000000004
2,6,3,13,0.24719999999999998
2,1,1,9,0.14080000000000004
2,5,2,13,0.274
1,11,2,13,0.3096
2,1,2,10,0.20240000000000002
2,5,4,8,0.16920000000000002
3,6,1,11,0.19199999999999995
3,2,1,8,0.13119999999999998
3,5,2,10,0.19599999999999995
1,5,2,9,0.17320000000000002
4,7,1,12,0.22960000000000003
4,10,2,11,0.27480000000000004
1,5,1,6,0.24719999999999998
2,6,3,8,0.1856
2,10,3,12,0.2792
3,3,2,5,0.15600000000000003
1,4,4,8,0.1704
1,5,4,5,0.25439999999999996
4,4,1,7,0.15880000000000005
2,8,3,12,0.2704
4,8,2,9,0.24519999999999997
4,4,2,12,0.20599999999999996
2,5,3,12,0.2116
1,2,1,13,0.26839999999999997
4,8,4,9,0.2852
1,9,2,13,0.27759999999999996
1,6,3,8,0.2016
2,9,4,10,0.2724
3,6,3,8,0.23240000000000005
2,7,3,8,0.2056
3,9,1,10,0.27159999999999995
2,6,2,13,0.28200000000000003
1,7,3,11,0.21999999999999997
2,9,1,11,0.26439999999999997
2,5,3,11,0.21120000000000005
2,1,1,3,0.132
2,1,2,8,0.1704
1,7,4,11,0.24519999999999997
2,2,3,9,0.15439999999999998
4,7,3,13,0.26680000000000004
4,10,4,13,0.3296
1,7,1,9,0.24680000000000002
2,4,2,8,0.19799999999999995
1,9,3,9,0.36240000000000006
1,7,3,12,0.22840000000000005
4,4,4,12,0.2348
3,6,1,10,0.19199999999999995
3,4,1,9,0.1724
1,1,3,7,0.13360000000000005
1,7,3,7,0.2912
2,2,3,5,0.1392
1,2,2,12,0.1936
4,5,4,6,0.21919999999999995
3,7,4,7,0.2924
4,7,4,8,0.25239999999999996
1,1,2,2,0.11639999999999995
4,7,3,10,0.22399999999999998
4,1,1,4,0.12719999999999998
1,2,3,13,0.2248
1,3,1,8,0.1876
4,7,1,8,0.22360000000000002
2,9,3,12,0.28680000000000005
4,6,3,10,0.1916
4,6,2,11,0.1936
2,2,3,4,0.15280000000000005
2,5,3,10,0.18159999999999998
2,1,4,5,0.11240000000000006
4,1,1,11,0.17320000000000002
1,1,1,6,0.16000000000000003
4,3,2,9,0.16920000000000002
